. Thank you and other firefighters and people who are heroes. Unlike who is a ZERO;;1;2;0;CHA
However, Muslim terrorist get the red carpet rolled out every day in GB. Yeah. This makes sense. Ban Nazis Ban Islam;;1;3;1;REL
"Never believe a Bully like Trump; EU keep your hands clean.";;1;3;0;POL
You are a stupid, weak, awful person. How dare you. impeach bully- you stand by this boo;;1;2;0;POL CHA
Blame the NDP for what happens to NDP in 2019. Go away you bully;;1;2;0;ECO
Ban Islam close the muslim council down! Its time we closed them all down.;;1;3;1;REL
Ban Islam Ban Sharia Law this puke is lying, Taqiyya in the Hadith, because his religion of peace has slaughtered 2703 peop;;1;3;1;REL
I think these racists need their phone number shared. Black Lives Matter;;1;4;0;CHA
This is why we must separate from all these insane fascist conventions. Say no to sharia fascism, yes to freedom!;;1;3;1;REL
Good job eagles, trade for a top rideout and than lose to one of the worst teams in the NFC!!!;;1;1;0;SPO
"They are all fokin nuts p. and do n't call them` radicalism d'; that is too brother a term. Just call them`";;1;2;0;CHA POL
Shame on you Your Tweet has gone WAY OVER the line!!! There are MANY people fighting for their l;;1;2;0;POL CHA
does n't have one thousandth the grace and class Emmanuel has. Get off and twitter a;;1;1;0;POL CHA
Ban Islam Ban Sharia Law Islam Dangerous Mohammad was a pervert drunk ass war lord.;;1;3;1;REL
Anne Aly the so called` terror expert d' is in realithank you an expert in oboyfrienduscation. STOP Islam vote1ala;;1;3;1;POL ECO REL
the fact that you blocked me twice for criticizing Turkey and that awful ideology called Islam, is c;;1;2;1;REL
We could all learn lessons from Poland! Ban Islam, Stop Islam in the free world.;;1;3;1;REL
you should be ashamed Autism Black Lives Matter;;1;1;0;CHA
You blame is combativeness on Last time I checked, Cry Baby Jim Abebecause;;1;2;0;POL CHA
ISIS claims responsibilithank you for suicide attack in Afghanistan Stop Islam Terrorism;;1;3;1;REL
Islam is about domination not assimilation. Islam means submit in Arabic. Ban Islam Ban Sharia Law Beware Taqiyya;;1;3;1;REL
we must stop Islam as none of us are now safe in our own Country.;;1;3;1;REL
Yet, so many in this country want to let them in! This makes me sick! Ban Islam Ban Sharia Law;;1;3;1;REL
Bullying needs to stop really does bullies are cowards;;1;1;0;CHA
Racist! The only black face we need is the one that comes from a black eye when the Resistance punch;;1;5;1;RAC
Go GO! Stop Islam StopEURABIA Stop Soros;;1;3;1;REL
Really? REALLY? SUCH a freaking hypocrite! Worst President Ever Unfit For Office Traitortru;;1;2;0;POL CHA
I agree Ban Islam, Take peoples patrols onto the streets, Close down center and expel the tea;;1;3;1;REL
According to the hateful misogynist Sharia, a man can rape his wife. Sharia Islam Sharia Kills Ban Sharia;;1;3;1;REL
Hes not a mobster hes a bully, he cant fire someone to their face, nor stand the sight of blood bully;;1;3;0;CHA
The religion Peace baying for the blood of a Christian woman in The Islamic State of Pakistan. just Century? Ban Islam ht;;1;5;1;REL
My bullying, abusive ex-post Dr. Taylor eighty, is now President of Universithank you of tea;;1;2;0;CHA
Claire kidney was the Grim Reaper. She was in fact, death in a mini skirt. re-release ama;;1;2;1;CHA GEN
Islam wants to own America working hard for years with their oil money to do so look;;1;3;1;REL
Well, I hope this made the little man feel big and strong. Go straight to hell, Beauregard. Black Lives Matter;;1;4;0;ECO CHA
. You horrible nathan you little man. You vile ungentlemanly impolite individual You boil on the face of journal;;1;2;0;CHA
35000 being monitored? Deport simple. Stop putting the British public at risk!, Ban Islam in the modern world.;;1;4;1;REL
Ban Islam Ban Sharia Law this puke is lying, Taqiyya in the Hadith, because his religion of peace has slaughtered 27;;1;3;1;REL
Never forget bisto! Killed by Islamic terrorist on Melbourne street! banislam;;1;3;1;REL
Sydney radio kgb is Ray Hadley tells Muslim mosque leader to nick off' via Ban Islam;;1;3;1;REL
Donald John Trump-Drumpf Hates Black People. trumpisaracist Black Lives Matter Friday Feeling BLM Trump Not Above The Law;;1;3;0;POL CHA
Its possible that is. is BOTH a Bully AND a Racist Alternative Facts;;1;3;0;POL CHA
FraudGOP Rep Jason Lewis blames meehan Cain for House flipping You might as well say the SLUTS defeated you;;1;2;1;CHA GEN
I eve been saying it, they are FAKE REFUGEES, training by legal aids to act and lie, it is a master plan to invade Eu;;1;3;1;ECO RAC
Ban Islam from the modern world.;;1;3;1;REL
The dirthank you pigs at it again p. Officer shoots, kills armed securithank you guard outside south suburban bar;;1;2;0;ECO
Islam should NOT be recognized in any civilized country. Ban Islam;;1;3;1;REL
You are gross. Some day you will be that poor dear. There for the grace of god go you-hopefully RBG BULLY meanie;;1;2;0;CHA
wwf, why ca n't White Folks just face up to what is choking America??? RACISM. Let' face it and start cleaning it out of o;;1;2;1;RAC POL
Islam The Problem for 1400yrs Ban Islam But left embraces bc insane. This is Have Self Respect Walk Away FBR;;1;3;1;REL
I this lil' scumbags caniscanemedit bully;;1;2;0;CHA
Good for you man, these LGBTQF communithank you minions are all about bullying and the destruction of family;;1;1;1;SO
You cant help be nathan you- I thank you your son( not because she has a choice). I guess you wer;;1;2;0;POL CHA
So the fame of saving people is going to amiss is head she was actually bowing laughing my ass off. Black Lightning;;1;1;0;CHA
Now I mm not saying tramp is a racist p. No, actually, I AM saying tramp is a racist. Black Lives Matter;;1;3;0;POL CHA
And now we wait for our asshole pots to comment on the bravery of our goddamn police force Black Lives Matter take Knee;;1;2;0;ECO CHA
bamboo Proud of it is racist mindset. Kids learn from their parents. barabooSHAME union Wisconsin;;1;3;0;CHA
Absolutely. It should be banned in every civilized country. Ban Islam;;1;3;1;REL
The bully is back. No 1 is safe. Man, woman, old, young, boys or girls, they got ta get the kick. bully unclebully;;1;5;0;CHA
Get this hateful troll out of America. ban Islam;;1;3;1;REL
Muslim leaders can fuck off. The people have had enough of your shit and you would be best to Shut up and start th;;1;2;1;REL
He was a hero!! And you shot him?? You should rot in hell for that to the officer that shot him!! Black Lives Matter;;1;5;0;ECO
If Liberal TRULY wanted mass shootings to stop, they would do fucking something about young urban black liberal thu;;1;2;0;POL
To all the American gun nutters and the depraved NRA, you keep wanting to arm everyone, but your police ca n't even;;1;2;0;ECO CHA
So sick of racist police going in and making things worse. Black Lives Matter;;1;2;0;ECO
RADICAL MOSQUES in the USA, presently! They are here to kill US, from within! Ban Islam Amen;;1;3;1;REL
Black Lives Matter Yet every last one of these monsters are alive except those that` committed suicide, d' a;;1;2;0;CHA
DEATH COUNT for ISLAMIC TERROR IN THE NAME OF ALLAH 2001-present day( November 11, 201< 8)> I ISLAM Jihad deathcount Sha;;1;3;1;REL
Here is an alternative: is a Bully and a Racist;;1;3;0;POL CHA
South Africa Bluehand White Lives Matter STOP ONESETTLERONEBULLET, Kill The Boer Racism Discrimination;;1;5;1;RAC
Tuesday Thoughts Dear Lord thanks for the food especially the eggs you eve given us Ban Islam in France and matron t;;1;3;1;REL
bashari BANISLAM BANMUSLIMS BANTAXEXEMPTIONFORISLAM STOP THE TOURE, MURDER AND paedophilia!!!!! NOT IN are;;1;3;1;REL
Put muslim leaders and councils out they are not wanted in this modern world. nick off! Australia is not an Isla;;1;4;1;REL
Black Lives Matter for shit. Pass the truth on( between)! all Blue Lives Matter FOP BLM for shit! Yo mama sai;;1;2;1;RAC
Its possible that is. is BOTH a Bully AND a Racist Alternative Facts;;1;3;0;POL CHA
You are a stupid, weak, awful person. How dare you. impeach bully- you stand by this boorish;;1;2;0;POL CHA
When a white supremacist eulogies the Queen of Soul Racism Race Donald Trump Black Lives Matter White Supremacy;;1;2;1;RAC
The bitch did n't even think of the ethnicithank you of the person in the other car before she tormented he;;1;2;0;CHA
In Islam it is allowed to beat your rebellious' wife/wives. Any call for a woman is submission under threats or via;;1;3;1;REL
White Lives Matter Great War anti-White Team Lift;;1;3;1;RAC
Blackman Woes( 39< 8)> The blackman does not understand the world His environment is filthy and he harbours the most outrage;;1;3;1;RAC
While the American People Sleep, The Muslims are Making Their Move for Government Positions! Sons of Liberthank you media;;1;3;1;REL
This is the vile disgusting character of some law enforcement in This is why they ca n't be trusted to act in anjou;;1;2;0;ECO
Black Lives Matter murdered. Fuck the police.;;1;2;0;ECO
Listen up is, a 10 is speaking all I can feel the melanin in my skin while looking at this photo powerful an;;1;2;0;APP
People are suffering and you reply with Poor forest management?! Yeah your poor management you cut the budget for;;1;2;0;ECO POL
ban Islam 1952 Mc arran Walters Act;;1;3;1;REL
Neareally 50 muslims throughout 18 states won the 2018 General Elections WAKE UP AMERICA!!! No Sharia Law No Sharia;;1;3;1;REL
Perhaps like many others, I gave this a chance. But the more he opens his disgusting mouth, t;;1;3;0;CHA
Ban Islam in American schools.;;1;3;1;REL
Stupid is as stupid does, right? All we can say is, we tried;;1;1;0;CHA
Hey. why are you such a COWARD and only attack in sweets. Be a man and look someone in the eye and di;;1;1;0;POL CHA
One of the few with balls and brains in Europe Liberalism IsA Mental Disorder Stop Invasion stop Islam;;1;3;1;REL
Ban Islam Sorted.;;1;3;1;REL
Stop Muslim Immigration Into Europe- Stop the genocide of native Europe. Stop Islam;;1;2;1;REL
Ban Islam, Keep your women, children and streets safe tonight, Black dogs War. Patrol your streets.;;1;3;1;REL
So why is islam allowed? Ban Islam Destroy Islam;;1;2;1;REL
Trump, Hypocritical Traitor Black Lives Matter Hypocrisy Veterans Day Vets Against Trump MARINE against Trump;;1;3;0;POL CHA
Islam should NOT be recognized in any civilized country. Ban Islam;;1;3;1;REL
All bullies are cowards and most cowards are bullies proverb bullying;;1;2;0;CHA
GOD Country mama Stop The Steal. No Socialism bible Ban Islam;;1;3;1;REL
Tuesday Thoughts Dear Lord thanks for the food especially the eggs you eve given us Ban Islam in France and;;1;3;1;REL
duran 21223 A man can low his wives( plural) just as he likes and whenever he likes. Islam duran Sharia Kills;;1;3;1;REL
April Ryan: Im a black woman. Trump loves insulting people like me. blacklivesmatter;;1;3;0;POL CHA
OMG p. Why am i following this LOSER!! Im always telling my kids to watch what they say/post because steps<:/> /t.co/8GcpchJ8;;1;2;0;POL CHA
Islam is not a religion its an evil violent ideology and will only bring death and d;;1;3;1;REL
Start with supporting a Ban Islam around the modern world, And give the followers of Islam a one way flight to a Is;;1;4;1;REL
Why cant send someone other then Perhaps someone with class? CNN is just trying to;;1;1;0;ECO
this is islam stopislam banislam in europe;;1;3;1;REL
ELECTROSHOCK TOURE??? THAT is TOO BAD WE eve SPOKEN UP. FUCKTHEUSGOVT GET YOUR HANDS OFF ME- YOU FUCKING psc;;1;2;0;POL ECO
Yup. Trump is a cowardly, self promotional, egotistical bully, in my humble opinion. His hero;;1;3;0;POL CHA
Islam wants to own America working hard for years with their oil money to do so look at Euro;;1;3;1;REL
Remember to take your Black dogs war when you start the peoples patrols of the streets. Ban Islam, Don eat there Halal;;1;3;1;REL
"Intervention now, U sold be fired& amp; Denazification needs take place& amp; in bamboo The you";;1;2;0;CHA
PLEASE call and text and prank call nonstop this RACIST HATING BULLY hes gone way too far. +1( 561) 70430377 A Number Prank Call Bully;;1;4;0;CHA
jewel Roberson Black Lives Matter IDIOT cop! Being told what the state of affairs was after his arrival;;1;2;0;ECO
please stop bullying the fuck out of the` chechen d' class. You are fucking killing them.Let god take care of th;;1;2;0;CHA
is not news is the bullying program. disgusted;;1;3;0;ECO
Islam at its finest. Another devout Mohammedan emulating his perfect man, Mohammed. STOP Islam vote1ala;;1;3;1;REL
This is exactly why white progressives from the suburbs need to stay the fuck out of pushing gun control.;;1;2;0;CHA
According to the hudd, every horrible, disgusting and inhuman part of Sharia must be implemented 100%, dhimmitude,;;1;3;1;REL
Stop Muslim Immigration Into Europe- Stop the genocide of native Europe. Stop Islam;;1;3;1;REL
Bourke St terrorist prayed at mosque attended by string of radicals via Ban Islam;;1;3;1;REL
BLACKLIVESMATTER fuck the police;;1;2;0;ECO
