Did you know you have a right not to be bullied? Find out about your rights during our special Bullying Campaign here at Me;N,V,R,V,QUE,N,N,J,N ,n,N,N;6,2,1,0,1,0,1,0,0,0,1;0;0;0
"duran 955` Kill the polytheism( i.e. Jews& amp; Christians) wherever you find them p. d' Islam duran Jihad Sharia";N,CD,N ,n,N,(,J,.,N ,name,CC,N,:,N,),WDT,V,J,P,N,N,N,N ,name;10,1,2,1,0,0,0,0,0,2,1;1;5;1
HTGAWM has LGBTQIA representation and Black women in leadership and motivation fobebecauseed collar;N ,CL,N ,CL,N,N ,name,N,N,N,V,J ,name;7,1,1,0,0,0,0,2,0,2,0;0;0;0
A modern day lynching, an outrage! White people, if you know whats good for us! We need to speak out about this;DT,J ,name,N ,name,N,,,N ,n,EXCL,N ,name,N,,,V,N,J ,name,P,EXCL,P,V,J;6,2,3,2,0,2,0,0,0,4,1;0;0;0
"HOW ANTI Black Lives Matter IS THE alu by Flooding USA with Illegal Aliens to Steal Jobs& amp; Education. News women";WRB ,CL ,name,N ,CL,N ,name,V,N,V ,CL,DT ,CL,N,N,N ,CL,N ,n,N,N ,n,N,CC,N,:,N,.,N,N;14,2,0,0,0,0,0,5,0,2,2;0;0;0
Major cyber bullying thanks to desi hulls still going on. You tube is not loading videos. Videos are buffering a;J ,name,N,V ,n,N,N ,name,N,R ,name,V,.,P,V,V,N,.,N,V;6,5,1,1,1,0,0,0,0,3,1;0;0;0
"Stop abusive& amp; hateful ac from slamming based on religion& amp; inciting violence against innocent people li";N,N ,n,CC,N,:,J ,n,N,V,V,N,CC,N,:,V,N,J,N,V ,name;8,4,2,0,0,0,0,0,0,1,2;0;0;0
Well here is your good guy with a gun, he just happen to be African American. Black Lives Matter;R,J ,name,N ,name,N ,name,,,J,J,N,.,N ,name,V,N;5,1,3,0,1,0,0,0,0,4,0;0;0;0
According to the hateful misogynist Sharia, a man can rape his wife. Sharia Islam Sharia Kills Ban Sharia Stop Islam d;V,J ,n,N,N ,name,,,N ,name,N ,name,N,.,N ,name,N,N ,name,N ,n,N ,name,N ,name,N,N;13,1,1,0,0,0,0,0,0,7,2;1;3;1
Sickening. Sad. Tragic. Pay attention, you who say all is equal. Black Lives Matter;V ,n,.,N ,name,.,N ,n,.,N,N,,,V ,name,J,.,N ,name,V,N;6,3,1,0,0,0,0,0,0,3,2;0;0;0
It should go without saying Equalithank you For All Black Lives Matter Blue Wave2018 End Racism;P,V,IN,V,N,IN,N,N ,name,V,N,N,N,N ,name,N ,n;8,3,0,1,0,0,0,0,0,2,1;0;0;0
book: Elections USA, Turkey, Austria.Clairvoyant/Psychic predictions: Black Lives Matter, The Coup in Turkey?;N,:,N,N ,CL,,,N,,,J ,CL,N,:,N ,name,V,N,,,DT,N,N,QUE;9,1,1,0,0,0,1,2,0,1,0;0;0;0
happyveteransday salutetoservice blacksoldiers blackveterans salute army navy blacklifesmatter;J,N,N,N,V,J,J,N;4,1,3,0,0,0,0,0,0,0,0;0;0;0
Bullying Prevention Month Bullying Teachers back School Unite to end bullying in our schools. Reading and disc;V ,n,N,N,N ,n,N,R,N,N,N ,name,N ,n,N,.,V,N;10,2,0,0,1,0,0,0,0,1,3;0;0;0
bullying depression What happened in childhood in regard to an abusive sibling, often goes into adulthood.;V ,n,N ,n,WP,V,N,N,J ,n,N,,,R,V,R,.;4,3,1,0,2,0,0,0,0,0,3;0;0;0
Also I was a victim of prolonged bullying too. I often think it helped shape and mould me into the person I am now.;R ,name,P,V,J,N ,n,.,P,R,V,V,N,MD,N,P,.;3,3,1,3,2,0,0,0,0,1,1;0;0;0
If you need help or advice about bullying- Do n't keep it to yourself. Here are some numbers you can call p. p.. remem;IN,V,N,V,N,V,R,V,.,R,N,V ,name,J,N,N;5,5,1,0,2,0,0,0,0,1,0;0;0;0
Read thisyour jaw should drop. Black Lives Matter Officer shoots, kills armed securithank you guard outside south suburb;V ,name,N,N,N,.,N ,name,V,N,N,N,,,N ,n,V,J,N,IN,N,N;11,3,1,0,0,0,0,0,0,2,1;0;0;0
Where are your street patrols. Why did this man feel safe enough in your thank you to walk around sexually ab;WRB,N,N,.,WRB,N ,name,N,J,R,N,N,IN,R,J ,name;6,0,2,0,2,0,0,0,0,2,0;0;0;0
People are suffering and you reply with Poor forest management?! Yeah your poor management you cut the budget for;N,V ,n,N,N ,n,J ,name,N,QUE,EXCL,UH,J ,n,N,N ,name,N;7,1,2,0,0,1,1,0,0,2,3;1;2;0
It is Anti Bullying Week this week p. but what is the difference between banter and;P,N,N ,n,N,N,N,N,N;7,0,0,1,0,0,0,0,0,0,1;0;0;0
Too sad. NRA IsA Terrorist Organization Black Lives Matter;N,J ,name,.,N ,CL,N ,CL ,name,N,N,N ,name,V,N;7,1,1,0,0,0,0,2,0,3,0;0;0;0
Did not realize how many were elected Ban Islam No Sharia;N,V,J,V,N ,name,N,N,N ,name;5,2,1,0,0,0,0,0,0,2,0;0;0;0
LIGHTMASTERS 13 by Action Adventure Fantasy Magic Mystery! arms bbc ian boo;N ,CL,CD,N,N,N,N,N ,n,EXCL,N,V,J ,name,N;8,1,1,0,0,1,0,1,0,1,1;0;0;0
And important picture that we see often ignored or under appreciate Bullying has long term effects our physicaland mental;CC,J,N,V ,name,R,V,J,N ,n,J ,name,N,N,V,J;4,3,4,0,1,0,0,0,0,2,1;0;0;0
Sorry. Am I not allowed in this conversation? bully boy;N ,n,.,V,P,V,N,QUE,R ,name,V ,name;2,3,0,1,1,0,1,0,0,2,1;0;0;0
Disney teen pop star and antibullying icon, Meredith O'Connor, over-delivers in` You Are Not Alone d'. To book mere;N,J,N,N ,name,V,N,,,N ,name,N ,CL ,name,,,N,IN,P,V,R,N,P,.,TO,N,R;9,2,1,2,2,0,0,1,0,3,0;0;0;0
Here is a blow( written in Japanese) I updated 2018111e12. schooltrip elementaryschool;R,N ,n,(,V,N,),P,V,CD,.,N,N;4,2,0,1,1,0,0,0,0,0,1;0;0;0
naaah: More than 1790000 African Americans served in the Union Army. 20.000 to 303000 served in the Union Navy.;N,:,J,CD,J,N,V,N,N,.,CD,CD,V,N,N,.;6,2,2,0,0,0,0,0,0,0,0;0;0;0
October 2016: Lady Gaga releases Angel Down, a song inspired by the death of drayton Martin and Black Lives Matter ht;N,CD,:,J ,name,N,V,N ,name,N ,name,,,R ,name,J,N ,n,N,N ,name,N ,name,V,N,N;10,2,2,0,1,0,0,0,0,6,1;0;0;0
Every day until their murderers are in jail Justice For Alva brazil Justice For Alton Sterling;DT,N ,name,N,V,N,IN,N ,name,N,N,IN,N ,name,N ,name;8,1,0,0,0,0,0,0,0,4,0;0;0;0
Man Breaks Girlfriend is Leg for Cooking Pasta Badly Bully Daily Mail Metro News Digest;N ,name,N ,n,N,N,N,N,N ,n,N ,name,N,N,N,N,N;13,0,0,0,0,0,0,0,0,2,2;0;0;0
bullying: pksafethank you Our pleasure! Thank you for supporting us- love the video btw<:)> bullying haandleonit;N ,n,:,V,P,N,EXCL,N,V,J,N ,name,N,N,N,:,),V,V ,n,N;8,4,1,1,0,1,0,0,0,1,2;0;0;0
The real story of America is White Lives Matter. Native American Heritage Month;DT,J,N ,name,N,N ,name,V,N,.,J,J,N,N;6,1,3,0,0,0,0,0,0,2,0;0;0;0
Appreciate every American that voted blue, patriots defending our Constitution. entice human-rights alu ltq;N,DT,N,V,J,,,J,V,N,.,V,N,J,N;5,3,3,0,0,0,0,0,0,0,0;0;0;0
No one is safe in America until ALL MEN are profiled equally. Stop the killing of Blacks, Jews, Students, Children.;DT,N,V,N,DT ,CL,N ,CL,V,R,.,V,V ,n,N,,,N ,name,,,N,,,N,.;7,4,0,0,1,0,0,2,0,1,1;0;0;0
Ive Reeeeally had enough of my 7 year old getting bullied p. this week Im at the school office EVERY day!!!!;N ,name,N,R,CD,N,J ,name,V,V,J,N,N ,name,N,N,DT ,CL,N ,name,EXCL,EXCL,EXCL,EXCL;8,2,2,0,1,4,0,1,0,4,0;0;0;0
Say their name. jamais Hall, 2015003227 Black Lives Matter.;N ,name,N,.,N,N ,name,,,CD,N ,name,V,N,.;6,1,0,0,0,0,0,0,0,3,0;0;0;0
Yo mama said, inc will soon be sending out candidate invitations! BLM Black Lives Matter Blue Lives Matter;N,N,V,,,J,R,V,J,N,EXCL,N ,CL,N ,name,V,N,N,V,N;8,4,2,0,1,1,0,1,0,1,0;0;0;0
Throughout this week, our lessons and activities will be fobebecauseing on bullying, the effects it has, and how we can;IN,N,,,N,N,V,N ,n,,,N,,;5,1,0,0,0,0,0,0,0,0,1;0;0;0
Drew yeh. Brighton illustrator illustration instant instaartist tattoo tattooart she punk skateboard;N ,name,P ,name,.,N ,name,N,N,J,N,IN,J,N ,n,N;7,0,2,1,0,0,0,0,0,3,1;0;0;0
Do n't let the comment of others be your reason for failure. Exbebecausees are very easy to pluck, but convincing the rea;V,R,V ,name,V,N,N,N ,n,.,N,J,N,,,V,N ,name;6,4,1,0,1,0,0,0,0,2,1;0;0;0
finnigan Gooding munches disfigured incest blacklivesmatter;J ,name,V,N,V,J,N;2,2,2,0,0,0,0,0,0,1,0;0;0;0
First 500 letters in support of Darius have been sent to the office of!! Let him know you also support fre;R,CD,N,V,N ,name,V,N,EXCL,EXCL,V ,name,V,R ,name,N,N;5,4,0,0,2,2,0,0,0,3,0;0;0;0
12716 November is Anti Bullying Week We have books that might help if your child is being bullied, or are;CD,N,N,N ,n,N,P,N,MD,V,V ,name,V,,;5,3,0,1,0,0,0,0,0,1,1;0;0;0
This is fucked up. I mean, REALLY fucked up. Black Lives Matter;DT,V ,sw,.,P,V,,,R ,CL,V ,sw,.,N ,name,V,N;2,4,0,1,1,0,0,1,2,1,0;0;0;0
The probablylem here is the same people who do n't have a probablylem with police killing people of color actually celebrate;DT,N,N,R,V,N,V ,n,N,V,R,V;4,4,0,0,2,0,0,0,0,0,1;0;0;0
bullying: Dame Kellys Trust: In Anti Bullying Week our Communithank you Champion mecca blows about how she delivered ant;N ,n,:,N ,name,N,N ,name,:,IN,N,N ,n,N,N,N,N,N,V,J;11,1,1,0,0,0,0,0,0,2,2;0;0;0
Of course, the officer we spoke to compared the hate of his badge to our blackness, Coleman said. We will not be silence;IN,N,,,N,V,V,N ,n,N,N,,,N ,name,V,.,P,V;6,4,0,1,0,0,0,0,0,1,1;0;0;0
Kamala Harris: Now this is Black Girl Magic all 19 Black women who were running to become judges in Harris Count;N,N ,name,:,R,N ,name,N,N,CD,N ,name,N,V,J,N,N ,name,N;10,1,1,0,1,0,0,0,0,4,0;0;0;0
Claire kidney was the Grim Reaper. She was in fact, death in a mini skirt. re-release ama;N ,name,N,N ,name,N,.,P,N,,,N ,n,N ,name,N,.,J,N ,name;9,0,1,1,0,0,0,0,0,4,1;1;2;1
abuse bully bullying child abuse SIBLING ABUSE SURVIVOR blow;N ,n,R ,name,V ,n,N ,name,IN ,n,V ,CL,N ,CL ,n,N ,CL,N ,n;5,2,0,0,1,0,0,3,0,2,5;0;0;0
"Its antibullyingweek2018 bullying can make you feel lonely, anxious, depressed& amp; isolated. But know that its the but";P,N,V ,n,V,N,R ,n,,,J ,n,,,J ,n,CC,N,:,V ,n,.,CC,V;3,4,2,1,1,0,0,0,0,0,5;0;0;0
This marathon kahavaat suits her the best p. she is actually keira ki;DT,N,V,N,R ,name,V,R,V,N ,name;3,3,0,0,2,0,0,0,0,2,0;0;0;0
It is Anti Bullying Week As part of our pledge and the Wales Wellbeing Act 2015, we have a seepage dedicate;P,N,N ,n,N,IN ,name,N,N,N ,name,N,N,CD,,,N,N;10,0,0,1,0,0,0,0,0,2,1;0;0;0
Looks like we have another barbecue bethany you on the scene, complaining the students were rowdy and then singling out a black;N,IN,DT,N,N ,name,N,,,V ,n,N,J,V,J ,name;5,2,2,0,0,0,0,0,0,2,1;0;0;0
So, to end, I d like to say, to everyone being bullied< d:> this darkness will pass. You are stronger than you could ev;R,,,N ,name,,,P,V,V ,name,,,N,V,N,:,J,N ,n,N ,name,.,P,J,MD,V ,name;5,4,2,2,1,0,0,0,0,4,1;0;0;0
This is heart breaking. Black Lives Matter;DT,N,N ,n,.,N ,name,V,N;4,1,0,0,0,0,0,0,0,1,1;0;0;0
This is disgusting. It must stop. Black Lives Matter;DT,N ,n,.,P,MD,V,.,N ,name,V,N;3,2,0,1,0,0,0,0,0,1,1;0;0;0
Harold` lefthand you d' Williams- the first left-handed Harlem Globetrotters- spreads his message to kids throughout the;N,N,P,J,J,J,N,N,V,N,N,IN;6,1,3,1,0,0,0,0,0,0,0;0;0;0
If you think we dont have a bully and gossip probablylem in the lifesthank yule( and other sexsubcultures) you are fool;IN,V,V,R ,name,J ,n,N,N,N ,name,(,N,),N ,n;5,2,1,0,1,0,0,0,0,2,2;0;0;0
if your not sure what to do and you feel stuck, or dont have words because of how tragic this is, or just dont know how;J,N,N ,n,,,J,N,N ,n,,,N,V;5,1,2,0,0,0,0,0,0,0,2;0;0;0
Word is has declared Chapter 7 Bankruptcy in response to the devastating LOSS to the FTC!! donthcon;N,V,N,CD,N,N,V ,n,N ,CL ,name,N ,CL,EXCL,EXCL,N;7,2,0,0,0,2,0,2,0,1,1;0;0;0
Facts do n't care about your feelings. Not everything is about you. Black Lives Matter dance Jones;N,R,V ,name,N,.,R,N,.,N ,name,V,N,N,N ,name;7,2,0,0,2,0,0,0,0,3,0;0;0;0
Black men y all paying to be called nigger but marching and protesting blacklivesmatter shit?!!!;N ,name,N,V,V,N ,sw,V,V ,n,N,N ,sw,QUE,EXCL,EXCL,EXCL;5,4,0,0,0,3,1,0,2,1,1;1;2;1
"Do n't forget bully too! Seriously; he displays all the attributes of a classic playground bully.";V,R,V,R ,name,EXCL,R,:,N,V,J,N,R ,name,.;2,3,1,0,4,1,0,0,0,2,0;0;0;0
TONIGHT on your News at Six, hear from students and administrators in Greene Counthank you Public Schools who are w;N ,CL,N,N,,,J,N,N,N ,name,N,N,N,N;10,0,1,0,0,0,0,1,0,1,0;0;0;0
Looking for high qualithank you research to inform your Anti Bullying Week activities? Look no further! The elves have got;V,J ,name,N,N,N,N,N ,n,N,N,QUE,N,EXCL,DT,N,V;9,2,1,0,0,1,1,0,0,1,1;0;0;0
How colonial violence came home: the ugly truth of the first world war. Remembrance Day Armistice Veterans Day;WRB ,name,J,N,V,N ,name,:,R ,n,IN,J,N,N,.,N,N ,name,N,N,N ,name;9,1,2,0,1,0,0,0,0,4,1;0;0;0
Henry led- lynched today in 1908 in silopi Mississippi Black Lives Matter;N ,name,N,V,N,CD,N,N,N ,name,V,N;7,2,0,0,0,0,0,0,0,2,0;0;0;0
We pledge to choose RESPECT Odd Socks Odd Socks Day Anti Bullying Week Bullying Cyberbullying Choose Respect;P,V,J,N ,CL,N ,n,N,N ,n,N,N ,name,N,N ,n,N,N ,n,N,N,N;13,1,1,1,0,0,0,1,0,1,4;0;0;0
"The disgusting Sharia is well& amp; alive in the West. A fresh case of a Muslim supporting JIHAD from the US shows that";DT,N ,n,N ,name,R,CC,N,:,J,N ,name,.,N,J,N ,name,N ,name,V,N ,CL,P ,CL,N;9,1,2,1,1,0,0,2,0,4,1;1;3;1
"& amp; are back doing their bullying paid by sorazzzzz p. p.";CC,N,:,R,N ,n,V,J,N,N,.;4,1,1,0,1,0,0,0,0,0,1;0;0;0
YET THEY BROUGHT ALL OF THE WHITE actual SHOOTERS IN UNHARMED AND ALIVE This madness has got to fucking end;R ,CL,P ,CL,N ,CL,DT ,CL,IN ,CL,DT ,CL,J ,CL ,name,J,N ,CL,IN ,CL,J ,CL,CC ,CL,J ,CL,DT,N ,n,V,J ,sw,N ,name;4,1,5,1,1,0,0,12,1,2,1;0;0;0
Robert Reich: Trump is 30 Biggest Broken Promises mama Resist Blacklivesmatter ltq;N ,name,N ,name,:,N ,name,CD,N,N ,n,N,N,N,N,N;10,0,0,0,0,0,0,0,0,3,1;0;0;0
kill us all..for without trying..we outshine you..origin..and your children know it p. and then we all others do.;V ,n,P,V,IN,J,N,N,N,V,N,N,.;5,3,1,1,0,0,0,0,0,0,1;0;0;0
What About The Murders? fbi Bullets Kill Faster Than tapes When will;WP,IN,DT,N,QUE,J,N,N ,n,N,N,N ,name,WRB;6,0,1,0,0,0,1,0,0,1,1;0;0;0
i saw his mothers casebook post. and im in fucking tears. nobody. NOBODY deserves this. i fucking HATE that were all;N ,name,N,V,N ,name,.,N ,name,V ,sw,N,.,N,.,N ,CL,V,.,V ,sw,N ,CL ,n;8,4,0,0,0,0,0,2,2,3,1;0;0;0
This is absolutely disgusting. Where is the NRA to support his right to carry? Trigger happy cops are why I all fore;DT,R,N ,n,.,WRB,N ,CL,N,N,N ,name,QUE,N,J ,name,N,P,V;7,1,1,1,1,0,1,1,0,2,1;0;0;0
women. blackwomen. blackgirlmagic. blacklivesmatter. blackmore. singlelife. single. tallgirllsrock.;N,.,N,.,N,.,N,.,N ,name,.,N,.,J,.,N,.;7,0,1,0,0,0,0,0,0,1,0;0;0;0
I mm finding it strangely ironic those who repeated the gutter press unsubstantiated allegations of;P,V,V,R ,n,J ,n,V,N ,n,N ,name,J,N ,n;3,3,2,1,1,0,0,0,0,1,4;0;0;0
This hero is yet another black man slaughtered by cops. If he had been white, they would have paused long enough to;DT,N,R,DT,J ,name,N ,name,V ,n,N,.,IN,J ,name,,,MD,V,R ,name,R;3,2,2,0,3,0,0,0,0,4,1;0;0;0
Bigg Blue headed to Canada Today Cartel Empire Kennel muscled;N ,name,N,V,N ,name,N,N,N,N,V;7,2,0,0,0,0,0,0,0,2,0;0;0;0
Complaints is a small bit of the jigsaw puzzle. LEADERSHIP is honesthank you sincerithank you into;N ,n,J ,name,N,J,N,.,N ,CL,V,N;5,1,2,0,0,0,0,1,0,1,1;0;0;0
That moment when you realize we got rid of black joshi for another green Yoshi.Black Lives Matter taxevasion;DT,N,N,V,J,J ,name,N ,name,DT,J ,name,N ,CL,V,N,N;6,2,3,0,0,0,0,1,0,3,0;0;0;0
PROTECT THE TRUMP-RUSSIA PROBE Call Bank America Mob their phones Cost them a fortune until Republicans in Congress;N ,CL,DT ,CL,N ,CL,N ,CL,N ,name,N ,name,N,N,V,N ,name,N ,name,N,N;11,1,0,0,0,0,0,4,0,4,0;0;0;0
The hate of ignorant Bigots racists xenophobic nativist Nationalist deplorable;DT,N ,n,J ,n,N,V ,n,J,J,N,N ,n;4,1,3,0,0,0,0,0,0,0,4;1;2;0
` I Was Almost A School Shooter d' by. is at 4.8 MILLION VIEWS via.;``,P,V,R,N,N,N,P,.,CD,CD ,CL,N ,CL,IN,.;4,1,0,2,1,0,0,2,0,0,0;0;0;0
Unbelievable Black Lives Matter This is also why Teachers should Carry Guns;J ,n,N ,name,V,N,DT,R ,name,N,N ,name,N;5,1,1,0,1,0,0,0,0,3,1;0;0;0
White Lives Matter with Dr. Jacqueline Battalora via;N ,name,V,N,N,N ,name,N,IN;5,1,0,0,0,0,0,0,0,2,0;0;0;0
jewel Roberson was shot by a police officer as he was trying to protect people at a bar. Black Lives Matter;N ,name,N ,name,N,N,N,V,J,N,N ,name,.,N ,name,V,N;9,2,1,0,0,0,0,0,0,4,0;0;0;0
Looking forward to the conversation tomorrow on Bullying in the Workplace at the myc luncheon with Pat F;V,J ,name,N,N,N ,n,N,N,N,N ,name,N;8,1,1,0,0,0,0,0,0,2,1;0;0;0
TRUMP HAS TO GO Call Bank America Mob their phones Cost them a fortune until Republicans in Congress Protect Mueller;N ,CL ,name,V ,CL,TO ,CL,V ,CL,N ,name,N ,name,N,N,V,N ,name,N ,name,N,N,N,N ,name;11,3,0,0,0,0,0,4,0,6,0;1;4;0
Planes wo n't Fly or land Drugs, Medicines, Food embargo No Internet access Banks denying money transactions;N,MD,R,N,N ,name,N,,,N,,,N,V,DT,N,N,N ,name,V ,n,N,N;11,2,0,0,1,0,0,0,0,2,1;0;0;0
Teen apologizes for role in human bridge' bullying video cdnpoli;J,V,N,J,N ,name,'',V ,n,N,N;4,2,2,0,0,0,0,0,0,1,1;0;0;0
check out my my anti bullying novel. Mitch Mythic is a new hero for a digital age.;N,N,V ,n,N,.,N ,name,N,J ,name,N,J,N,.;7,1,2,0,0,0,0,0,0,2,1;0;0;0
"do actively going after something they made up in their distorted brains Black Identithank you Extremists& amp; used it as a";R,V,N,V,J ,n,N,N ,name,N,N ,n,CC,N,:,V;6,3,1,0,1,0,0,0,0,1,2;1;2;0
400 years and counting, they do not care about us, they thrive on our suffering, that is;CD,N,V,,,N ,name,P,,,J,N ,n,,;3,1,1,1,0,0,0,0,0,1,1;0;0;0
A Black Securithank you Guard Was Killed By Police As He Tried To Stop A Shooting- Huff Post Black Lives Matter;DT,N ,name,N,N,N,V ,n,IN,N,IN ,name,P,V,TO,V,N,N,N ,name,N ,name,N ,name,V,N;11,4,0,1,0,0,0,0,0,5,1;0;0;0
from- BLM blacklivesmatter regain;J,N ,CL,N,N;3,0,1,0,0,0,0,1,0,0,0;0;0;0
Resilience is the key to fighting the effects of bullying. We need to empower our kids! Find out how now!;N,J ,name,V,N,V ,n,.,P,V,J,N,EXCL,N,EXCL;4,3,2,1,0,2,0,0,0,1,1;0;0;0
As police departments ignore the power of implicit bias in their officers, political leaders are assuming the posit;IN ,name,N,N,V ,n,N ,name,N,N ,n,N,,,J,N,V,N;8,2,1,0,0,0,0,0,0,2,2;0;0;0
The real story of Evangelical Christianithank you is not All Lives Matter, but White Lives Matter.;DT,J,N ,name,N,N,N,V,N,,,N ,name,V,N,.;7,2,1,0,0,0,0,0,0,2,0;0;0;0
Thank for all you offered weeks and needs like me. Thank you for the work you and Jack Kirby did t;N,V,N ,name,N,IN,.,N,N,N ,name,N ,name;7,1,0,0,0,0,0,0,0,3,0;0;0;0
Bullying can have a significant impact on a child is mental-health. During Anti Bullying Week, get advice on how to;V ,n,J,J,J ,name,N,.,IN,N,N ,n,N,,,V,N;5,2,3,0,0,0,0,0,0,1,2;0;0;0
Students are looking to adults to set the example for treating people kindly. Are you surprised? saysomething;N,V,N,V,N,V,N,R,.,V,V,QUE,V;4,6,0,0,1,0,1,0,0,0,0;0;0;0
Where the white women at? blazingsaddles cleavonlittle liberalswillbelieveanything;WRB,J ,name,N,QUE,N,V,V;2,2,1,0,0,0,1,0,0,1,0;0;0;0
Bullying is a risk factor for behavioralhealth probablylems such as mild, moderate, and severe depression, and can c;V ,n,N ,n,N,N,V,J,,,J,,,J ,n,N ,n,,,N;5,2,3,0,0,0,0,0,0,0,4;0;0;0
Fairytale of Police shooting unarmed black men disproportionately to other race that has clowns like;N,N,V,J,J ,name,N,R,N ,name,N,IN;5,1,2,0,1,0,0,0,0,2,0;0;0;0
` true Islam d' masduki explains what Jihad is, what the aim of Jihad is and that the obligatory carat must go to jihad;``,J ,name,N,P,N,N,N,,,N,N,N,N,MD,V,N;9,1,1,1,0,0,0,0,0,1,0;0;0;0
Children point finger at adults over bullying via;N,N,N,N,V ,n,IN;4,1,0,0,0,0,0,0,0,0,1;0;0;0
myheartbreaks. This was a human being..someone is brotherther, many times father..see how the cycle works? poverthank you;N,.,DT,J,N,N,,,J,N,V,N,N,QUE,N;7,1,2,0,0,0,1,0,0,0,0;0;0;0
"What a grossly ignorant Gangster& amp; Bully that truly is! Hopefully he will be impeached& amp;";WP,R ,n,J ,n,N ,n,CC,N,:,N ,name,R,EXCL,N,V,CC,N,:;5,1,1,0,2,1,0,0,0,1,3;1;2;0
Islam at its finest. Another devout Mohammedan emulating his perfect man, Mohammed. STOP Islam vote1ala;N,J,.,DT,N,N,V,J,N ,name,,,N ,name,.,N ,CL,N,N;8,1,2,0,0,0,0,1,0,2,0;1;3;1
Are police being trained to shoo black people first and ask questions later? This is why we take Knee until;N,N,V,J,J ,name,N,J,J,N,R,QUE,DT,N,N;6,1,4,0,1,0,1,0,0,1,0;1;1;0
Really good reviews of your NEW book Bookshop Day Helping;R,J ,name,N,J ,CL ,name,N,N,N ,name,N;5,0,2,0,1,0,0,1,0,3,0;0;0;0
In good company! resist Rise One Black Lives Matter Sacramento, California;IN,J ,name,N,EXCL,N,N ,name,N,N ,name,V,N,N,,,N;8,1,1,0,0,1,0,0,0,3,0;0;0;0
"school children are risking taking knives& amp; weapons to school as self protection where they feel unsupported by sch";N,N,V,V,N,CC,N,:,N,N,N,N,N,J ,n,N;10,2,1,0,0,0,0,0,0,0,1;0;0;0
Please read this thread. blacklivesmatter justicenow;N,V ,name,N,.,N,N;4,1,0,0,0,0,0,0,0,1,0;0;0;0
